[2020-05-23;kya,2686,329,525,2263,8644,233;kiw,1068,62,364,916,8429,60;louka,1983,281,193,1633,8143,116;unsaid,724,155,191,630,8182,46;ekzo,492,88,153,438,8885,21;klexis,1092,136,151,855,7692,98;cacaille,956,63,129,779,8239,48;fob,1146,51,117,963,7054,40;tanjiro,952,81,113,747,7093,61;loo,1119,52,112,943,8280,41;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;paul,589,50,93,444,7693,63;synthpop,2016,31,91,1603,7485,129;grundjt,652,64,81,567,7931,57;kawa,277,49,79,246,8564,13;kuma,587,72,79,499,8033,63;comensava,952,71,67,758,7187,60;nynynys,300,44,64,262,8650,57;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,226,20,59,172,7835,21;charly,456,21,43,334,7659,48;rifilou,694,55,43,532,7053,61;ephy,840,84,41,649,8190,62]
[2020-05-24;kya,2686,329,525,2263,8644,233;kiw,1068,62,364,916,8429,60;louka,2012,283,196,1654,8144,120;unsaid,724,155,191,630,8182,46;klexis,1148,146,161,901,7727,105;ekzo,492,88,153,438,8885,21;cacaille,995,64,133,817,8267,48;fob,1174,54,118,986,7182,42;loo,1134,52,113,957,8280,42;tanjiro,952,81,113,747,7093,61;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;synthpop,2059,31,94,1637,7485,131;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,952,71,67,758,7187,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;charly,523,27,53,389,7702,52;rifilou,745,65,50,577,7133,63;ephy,869,87,43,672,8199,63]
[2020-05-25;kya,2686,329,525,2263,8644,233;kiw,1068,62,364,916,8429,60;louka,2012,283,196,1654,8144,120;unsaid,724,155,191,630,8182,46;klexis,1148,146,161,901,7727,105;ekzo,492,88,153,438,8885,21;cacaille,995,64,133,817,8267,48;fob,1174,54,118,986,7182,42;loo,1134,52,113,957,8280,42;tanjiro,952,81,113,747,7093,61;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;synthpop,2059,31,94,1637,7485,131;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,952,71,67,758,7187,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;charly,523,27,53,389,7702,52;rifilou,745,65,50,577,7133,63;ephy,869,87,43,672,8199,63]
[2020-05-26;kya,2733,338,535,2305,8654,235;kiw,1068,62,364,916,8429,60;louka,2012,283,196,1654,8144,120;unsaid,724,155,191,630,8182,46;klexis,1148,146,161,901,7727,105;ekzo,492,88,153,438,8885,21;cacaille,1044,72,142,863,8269,50;fob,1174,54,118,986,7182,42;loo,1170,56,116,989,8333,44;tanjiro,952,81,113,747,7093,61;jdm,486,84,111,424,8542,31;moon,1512,111,111,1149,7238,141;synthpop,2059,31,94,1637,7485,131;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,952,71,67,758,7187,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;rifilou,793,72,56,615,7266,66;charly,523,27,53,389,7702,52;ephy,869,87,43,672,8199,63]
[2020-05-27;kya,2733,338,535,2305,8654,235;kiw,1068,62,364,916,8429,60;louka,2012,283,196,1654,8144,120;unsaid,724,155,191,630,8182,46;klexis,1148,146,161,901,7727,105;ekzo,492,88,153,438,8885,21;cacaille,1044,72,142,863,8269,50;fob,1174,54,118,986,7182,42;loo,1170,56,116,989,8333,44;tanjiro,952,81,113,747,7093,61;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;synthpop,2059,31,94,1637,7485,131;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,952,71,67,758,7187,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;rifilou,793,72,56,615,7266,66;charly,523,27,53,389,7702,52;ephy,869,87,43,672,8199,63]
[2020-05-28;kya,2733,338,535,2305,8654,235;kiw,1068,62,364,916,8429,60;unsaid,741,156,197,647,8184,46;louka,2012,283,196,1654,8144,120;klexis,1148,146,161,901,7727,105;ekzo,492,88,153,438,8885,21;cacaille,1044,72,142,863,8269,50;fob,1176,54,118,987,7182,42;loo,1170,56,116,989,8333,44;tanjiro,952,81,113,747,7093,61;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;synthpop,2085,31,97,1661,7485,131;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,973,73,67,778,7158,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;rifilou,793,72,56,615,7266,66;charly,523,27,53,389,7702,52;ephy,869,87,43,672,8199,63]
[2020-05-29;kya,2733,338,535,2305,8654,235;kiw,1068,62,364,916,8429,60;unsaid,743,158,198,649,8193,46;louka,2012,283,196,1654,8144,120;klexis,1148,146,161,901,7727,105;ekzo,492,88,153,438,8885,21;cacaille,1044,72,142,863,8269,50;fob,1176,54,118,987,7182,42;loo,1170,56,116,989,8333,44;tanjiro,952,81,113,747,7093,61;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;synthpop,2085,31,97,1661,7485,131;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,973,73,67,778,7158,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;rifilou,797,72,56,619,7266,66;charly,523,27,53,389,7702,52;ephy,869,87,43,672,8199,63]
[2020-05-30;kya,2733,338,535,2305,8654,235;kiw,1068,62,364,916,8429,60;unsaid,743,158,198,649,8193,46;louka,2012,283,196,1654,8144,120;klexis,1148,146,161,901,7727,105;ekzo,492,88,153,438,8885,21;cacaille,1044,72,142,863,8269,50;fob,1176,54,118,987,7182,42;loo,1170,56,116,989,8333,44;tanjiro,952,81,113,747,7093,61;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;synthpop,2085,31,97,1661,7485,131;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,973,73,67,778,7158,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;rifilou,797,72,56,619,7266,66;charly,523,27,53,389,7702,52;ephy,869,87,43,672,8199,63]
[2020-05-31;kya,2733,338,535,2305,8654,235;kiw,1068,62,364,916,8429,60;unsaid,753,161,205,659,8206,46;louka,2029,284,199,1669,8145,121;klexis,1148,146,161,901,7727,105;ekzo,498,88,156,443,8885,22;cacaille,1044,72,142,863,8269,50;loo,1191,58,118,1005,8357,45;fob,1176,54,118,987,7182,42;tanjiro,952,81,113,747,7093,61;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;synthpop,2109,32,97,1677,7507,132;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,1002,78,71,805,7189,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;rifilou,797,72,56,619,7266,66;charly,523,27,53,389,7702,52;ephy,875,87,43,676,8199,63]
[2020-06-01;kya,2733,338,535,2305,8654,235;kiw,1068,62,364,916,8429,60;unsaid,753,161,205,659,8206,46;louka,2029,284,199,1669,8145,121;klexis,1148,146,161,901,7727,105;ekzo,498,88,156,443,8885,22;cacaille,1044,72,142,863,8269,50;loo,1191,58,118,1005,8357,45;fob,1176,54,118,987,7182,42;tanjiro,952,81,113,747,7093,61;moon,1512,111,111,1149,7238,141;jdm,486,84,111,424,8542,31;synthpop,2109,32,97,1677,7507,132;paul,589,50,93,444,7693,63;grundjt,695,71,87,603,7974,60;kuma,587,72,79,499,8033,63;kawa,277,49,79,246,8564,13;nynynys,346,55,74,299,8680,72;comensava,1002,78,71,805,7189,60;pig,1143,98,63,857,8057,84;squaty,365,22,61,303,8297,24;mowgli,234,20,59,178,7835,22;rifilou,797,72,56,619,7266,66;charly,523,27,53,389,7702,52;ephy,875,87,43,676,8199,63]
